learner,anchors,openmlid,slopes,is_nonmonotonic64,is_nonmonotonic256,is_nonmonotonic
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 684]",54,"[0.008565997620135404, 0.003082336924759727, 0.00017474375805502114, -0.00018588045803454568, -0.00023755416925470295, -0.00033985888729827973, -0.00041390091844825086, -9.99385914070171e-05, -0.00033529769551086415, -4.7439322403363403e-05, 6.2888521612115e-05, -9.923085508181916e-05]",FALSE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 121]",61,"[-0.004991169363597107, -0.003913074986902157, -0.0027839924770051605, -0.0008399556203320673, -7.938896258044988e-05, -0.00024754702142746075]",FALSE,,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 595]",188,"[0.005923625104380339, 8.842663555462551e-05, -6.53556696102191e-05, -0.0015071529762710715, 0.0013437783019166274, 0.000646358581965889, -1.7656737394667403e-05, -0.0002309729220848464, 0.0004953332024481212, 4.537994944852138e-05, -4.5051246730616304e-06, -0.00014882034144553773]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 291]",299,"[0.0040220604283169896, -0.00048004360055804826, 0.000316018889409489, 0.0011344121722926157, -0.0003758220899060298, -0.0005449528464876815, -0.00017404978684154617, -0.0010655738511143056, -6.352568370454461e-05, -0.00010099475543179248]",FALSE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 40]",346,"[0.0070635636620477345, 0.005040672709261048, 0.0035957058896858175, 0.0035957058896858175]",,,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[0.002337588438362344, -0.0016297740656867502, -0.002905651751270761, -0.002482629662279029, -0.002382661099372849, -3.521124899012535e-05, -0.00017937768808535105, -0.0005704716186943846]",FALSE,,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[0.0005769290133206198, 0.001406717449055736, 0.0008514621929352938, 0.0013165049352213446, -0.00017949558322875758, 0.00031353533561986647, 7.242950480402505e-05, 6.109442828472014e-05, 0.0001582216269188233, 5.2919258043796853e-05, -2.5592135347376642e-05, 7.718580774406907e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",718,"[2.4557260920897273e-05, -1.0153482880755612e-05, 6.442371903252496e-05, 0.0003128476302808345, 0.00010563864593624433, 2.2773435436059636e-05, 0.00013447089720027046, 0.00024580335249555857, 3.4052552207756076e-05, -4.327598738759118e-06, -7.16198358296312e-05, 3.680392660467043e-05]",TRUE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",723,"[0.0008767462252233931, 0.0013234327249625677, 0.0012674868638295597, 0.0014172160225303305, 3.865626248318416e-05, 0.0003350022906423657, -7.945949991003614e-05, 0.00021320110712689405, 6.55923217573092e-05, 5.056333335135152e-06, 7.490301208736537e-05, 8.580841725101228e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",740,"[0.0004704803927212424, 0.001735052105870874, 0.0013173511993221088, 0.001285924779633774, 0.0004022009698551911, 0.00013921402737611738, -0.0001384472752372344, -6.200726597755699e-05, -7.563441428167167e-06, -1.6474684558746354e-05, 5.667470223178965e-05, -3.3107493135193237e-05]",TRUE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",741,"[0.0031742063464848687, -0.0006588740498789969, -0.001111856373166153, -0.0005207066399579659, -0.00036321011777806057, -0.0009164248919844779, -0.00027055669415806943, 0.0002042589605790604, -0.00010331708458144146, -0.00013433982732369163, -1.9850072798023802e-05, -1.944687219699784e-05]",FALSE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",743,"[0.0013196934163091014, 7.50946199090542e-05, 0.0012308269839535018, -5.346034880606842e-05, 0.0001709797661316149, -0.0002488213686083385, -0.00027414709128100096, -0.0002747813359965778, -0.00010748983389693885, 6.314804742469484e-05, 9.811347978855604e-07, 3.0220178627109488e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",751,"[0.0026605594216788674, 0.0019773636914792512, 0.0025407080485936855, 0.0021351732846148354, -0.000556242487724382, -0.00010170368239936196, 7.547821880134857e-05, 0.000321318294864136, -0.00012843389538123067, -0.00012056231863898282, -1.5638482010866278e-05, -8.69370878536773e-05]",TRUE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",797,"[0.00012616232252595882, 0.00017279008319110584, 0.00018069352467955515, 0.0010124388354513627, 0.00018406088897687987, 0.00034892139432528784, -3.301943161801092e-05, -4.540557994099836e-05, 8.915721652223048e-05, 4.1800040302583915e-05, 5.212177741246934e-05, 3.8950324390163695e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",799,"[-0.0012771945881237129, -0.0011599494508082306, -0.00023528574040265372, 0.00025793848487376856, 0.0004186976346078078, 1.0193932948003217e-05, 0.0001510214121180522, -4.880514449529186e-05, 2.4666389436349875e-05, 2.6167100395643075e-05, -5.339512855868098e-05, 7.008844168662014e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",806,"[0.00016878636515000142, 0.0007293539055495338, 0.00032753851318106345, 0.0003961037431762645, 0.00016938900645484072, 0.00018154937914704864, 8.261335973105701e-05, 0.0002793478340814985, 0.00013899637380439104, 5.6940671319031134e-05, 0.00010262284430654935, 6.910169081487006e-06]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",813,"[0.003136320948684361, 0.0015168508333037712, 0.0006285807982209749, 0.0004177766767750994, -7.669134515113523e-05, -0.00037225654847936637, 3.834565257356008e-06, -0.00045103725014111816, -4.1946722198515395e-05, 8.905758848300671e-06, -9.405789822918507e-05, -7.614717997375317e-05]",FALSE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",837,"[0.00013470966187302484, -2.2169146621028728e-05, 0.0005453298839890302, 0.00028266150772681564, 0.00012674669945117383, -0.00016280436616511408, 9.751230055547527e-05, 7.476004187783369e-05, 0.00013859152868352236, 0.00017496403512054154, 1.5998521513045324e-06, 3.3285085290009475e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",845,"[-5.5666900930723266e-05, 0.0004003879632317393, 0.0003978663683501504, 0.00020796368233944436, 0.000398042193884324, 0.0004701678866520574, 0.00015820516352546814, 0.00018015051248811628, 0.00010843783139592012, -2.869593573850564e-05, -2.0835736086618778e-05, -3.353314355927891e-05]",TRUE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",849,"[0.00030518737127481715, 4.443322023528313e-05, -0.00021036797122789063, 0.00014697517747730294, 6.843781464188869e-05, 5.3513202533321203e-05, 0.00027951889394098425, 9.260010436180147e-05, 6.954437870311639e-05, 5.3408953767762184e-05, -9.588241626176438e-06, 3.628300124546914e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",866,"[8.912362999319516e-05, 0.0002254364327142882, 7.649290688461687e-05, 0.00012814883150643857, 0.0002936544565175257, 0.00030784827884032236, -4.522475135998929e-05, 0.00025082798452914215, -5.928346947631851e-06, 0.00017772298414124078, 9.536231080500777e-05, -3.4342327001629375e-06]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 939]",897,"[0.0013343008486231339, 0.0017173079252890385, 0.0007955908021685795, -0.0004464640507335088, -0.0004411886660621409, -0.00045532676353088184, -0.0004838506949192121, -0.0002614534415972394, -0.00027405549576239586, -0.00022298225758861774, -0.00011896475798301158, -4.06288693744875e-05]",FALSE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",903,"[0.001462819634497422, 0.001108293738281228, 9.232970760943198e-05, 0.0010499570554777452, -0.00014585296436309475, -5.021828916001094e-05, 0.00025836872622506986, 0.00017208583091850337, 0.00011186013018823418, 0.00013867546808001067, 0.00015579267408393808, -2.207393015586185e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",904,"[-0.00031907074925530154, -7.963628076280398e-05, -4.8948562840188464e-05, 5.8625252320459714e-05, -3.601466904172208e-05, 7.261071599692149e-05, 6.905835483282958e-05, 4.113670341678426e-05, 0.0001100632999761362, 1.8297857302351225e-05, 9.04267617318209e-05, 8.114336939849788e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",910,"[0.002353110674076492, 0.0012030729539366362, 0.0005297133081391572, 0.0014148312929582168, 0.0002579188730452884, -0.00016596399309559183, 0.0001718637560869825, 5.906843940995292e-05, -9.994042833438559e-05, -0.00018290395006964472, 4.3871090407073836e-05, -4.135389983486279e-05]",TRUE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",912,"[0.002032409135600455, 0.0008015230045033104, -0.0005486301004564836, 0.0010234883248351446, 0.00033221567704378916, -0.00039162347521645046, -0.00018392207031347042, -0.00016958866780170253, -0.00019274349173646364, -0.00013637665365930646, -0.00013304778626290438, -6.251202401072543e-05]",FALSE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",913,"[0.0015143488188577544, 0.0018237254487053203, 0.0008471151794839469, 0.0006801971355783147, 0.000509435171968288, 0.00023442315649926015, 9.123226084735035e-07, 0.00026746527207091255, -0.00011683876255300908, 3.727760441551708e-05, -4.230934826706888e-05, -0.00010148093429958247]",TRUE,FALSE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",917,"[0.00054143361998706, 0.0007422350984947677, 0.0004163739047983936, 0.001019967204479357, 0.0008035570860419397, -0.0001273676705176442, 8.601978190576533e-05, 0.0003458073680049821, 7.23332948775514e-05, -1.2799031966196794e-05, 0.00013290589480471847, 2.3195735431099805e-06]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 100]",1450,"[0.0008608274278689795, -0.0008785670481738817, -0.001549524391365663, 0.001244028168802859, 0.00010404166411485626, -0.00020740093117695577]",FALSE,,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 85]",1465,"[0.005385323081472498, 1.7913956014981544e-05, -0.0001389740286191844, -0.0003536929931590342, 0.0007998304401849027, 0.0003117360545593123]",TRUE,,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 170]",1499,"[-0.008603327043189916, -0.003031363599765395, -0.0009693190434266223, -0.00541916251414516, -0.0009966346107521042, -0.00019866948847179934, -0.00017280125714112197, -1.0640262460919212e-05]",FALSE,,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724]",1503,"[0.009058218069712439, 0.0034333962773906174, 0.0006621663474577757, 0.00048187269781871004, 0.0010566427960137124, 0.0010415172465608547, 0.001026592433491191, 0.0005726038548634013, 0.000267832048464787, 0.00017815953141999414, 0.0001556476489116334, 9.177621888479601e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724]",1509,"[0.010859174936801504, 0.00520527201938647, 0.0032154882212316787, 0.0013424987578435285, 0.001061114638040028, 0.0008068860973595597, 0.00013939671115041248, 0.00025841696769523766, 0.00020714969738099242, 9.814357430363923e-05, 0.00013236730088621535, 5.6644863239340736e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 863]",40687,"[-0.00020575677770699776, 0.0008634865050079904, -0.0014480238831451856, -0.003605639130930039, 0.0007941187419691352, 4.14727993149567e-06, -2.6419693297900774e-05, 2.33186829026676e-05, 0.00016940181128302921, 0.00018178227316728996, 2.0669770028948433e-05, -5.321026259766683e-05]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",40971,"[0.026172995022300704, 0.0047305835846221745, 0.0026485273206642503, 0.0008540166029871073, 0.0014554637501784423, -0.0007519382259249772, -0.0002050727437389761, -6.738649065375778e-05, 4.8763612623685e-05, 0.00020690900552414323, 9.813171565359641e-05, -0.0012491477546622424]",TRUE,TRUE,TRUE
SVC_poly,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 558]",40981,"[4.622187083632476e-05, -0.0022400018734354994, -0.0006556880339821458, 0.0007510315712254509, 3.916865995684176e-05, 0.00040788640747534236, -7.303578428311287e-05, 3.757440293829848e-05, -0.00024305503702438057, 6.411478574461171e-05, 1.6390019711566415e-05, -9.764487584811845e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 505]",11,"[-0.0014441907861858106, 0.00019805853521129085, 0.00035291968223451155, 0.00040290497521731347, -0.0007662077986679086, -0.000149296076425227, 0.0004806825900855708, -0.0002488800906076092, 0.00012067656834170106, -2.009334674995082e-05]",FALSE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",31,"[0.0006652868122216918, 0.0006011517797427853, 0.0021901845621916517, 0.000485838787558111, -0.0011876909442944262, 0.0005607041475126068, -0.00038034442006378374, -0.00015699421841801575, -8.805189165145321e-05, 4.7644143760501075e-05, 7.724408399952517e-05, 3.719458657573266e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 684]",54,"[0.008565997620135404, 0.003082336924759727, 0.00017474375805502114, -0.00018588045803454568, -0.00023755416925470295, -0.00033985888729827973, -0.00041390091844825086, -9.99385914070171e-05, -0.00033529769551086415, -4.7439322403363403e-05, 6.2888521612115e-05, -9.923085508181916e-05]",FALSE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 121]",61,"[-0.004991169363597107, -0.003913074986902157, -0.0027839924770051605, -0.0008399556203320673, -7.938896258044988e-05, -0.00024754702142746075]",FALSE,,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 595]",188,"[0.005923625104380339, 8.842663555462551e-05, -6.53556696102191e-05, -0.0015071529762710715, 0.0013437783019166274, 0.000646358581965889, -1.7656737394667403e-05, -0.0002309729220848464, 0.0004953332024481212, 4.537994944852138e-05, -4.5051246730616304e-06, -0.00014882034144553773]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 291]",299,"[0.0040220604283169896, -0.00048004360055804826, 0.000316018889409489, 0.0011344121722926157, -0.0003758220899060298, -0.0005449528464876815, -0.00017404978684154617, -0.0010655738511143056, -6.352568370454461e-05, -0.00010099475543179248]",FALSE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 40]",346,"[0.0070635636620477345, 0.005040672709261048, 0.0035957058896858175, 0.0035957058896858175]",,,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[0.002337588438362344, -0.0016297740656867502, -0.002905651751270761, -0.002482629662279029, -0.002382661099372849, -3.521124899012535e-05, -0.00017937768808535105, -0.0005704716186943846]",FALSE,,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",679,"[0.005919492984687055, 0.002313878175802654, 0.0015032747732913506, -0.0020886929777582867, -0.0007106831711871615, 0.0006015705425030125, 0.0003383368696403814, -0.00023346642422734703, 0.0002551277485798947, 9.923777169963312e-06, 0.0001140408361219564, 5.654981988131984e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[0.0005769290133206198, 0.001406717449055736, 0.0008514621929352938, 0.0013165049352213446, -0.00017949558322875758, 0.00031353533561986647, 7.242950480402505e-05, 6.109442828472014e-05, 0.0001582216269188233, 5.2919258043796853e-05, -2.5592135347376642e-05, 7.718580774406907e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",723,"[0.0008767462252233931, 0.0013234327249625677, 0.0012674868638295597, 0.0014172160225303305, 3.865626248318416e-05, 0.0003350022906423657, -7.945949991003614e-05, 0.00021320110712689405, 6.55923217573092e-05, 5.056333335135152e-06, 7.490301208736537e-05, 8.580841725101228e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",740,"[0.0004704803927212424, 0.001735052105870874, 0.0013173511993221088, 0.001285924779633774, 0.0004022009698551911, 0.00013921402737611738, -0.0001384472752372344, -6.200726597755699e-05, -7.563441428167167e-06, -1.6474684558746354e-05, 5.667470223178965e-05, -3.3107493135193237e-05]",TRUE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",741,"[0.0031742063464848687, -0.0006588740498789969, -0.001111856373166153, -0.0005207066399579659, -0.00036321011777806057, -0.0009164248919844779, -0.00027055669415806943, 0.0002042589605790604, -0.00010331708458144146, -0.00013433982732369163, -1.9850072798023802e-05, -1.944687219699784e-05]",FALSE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",743,"[0.0013196934163091014, 7.50946199090542e-05, 0.0012308269839535018, -5.346034880606842e-05, 0.0001709797661316149, -0.0002488213686083385, -0.00027414709128100096, -0.0002747813359965778, -0.00010748983389693885, 6.314804742469484e-05, 9.811347978855604e-07, 3.0220178627109488e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",751,"[0.0026605594216788674, 0.0019773636914792512, 0.0025407080485936855, 0.0021351732846148354, -0.000556242487724382, -0.00010170368239936196, 7.547821880134857e-05, 0.000321318294864136, -0.00012843389538123067, -0.00012056231863898282, -1.5638482010866278e-05, -8.69370878536773e-05]",TRUE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",797,"[0.00012616232252595882, 0.00017279008319110584, 0.00018069352467955515, 0.0010124388354513627, 0.00018406088897687987, 0.00034892139432528784, -3.301943161801092e-05, -4.540557994099836e-05, 8.915721652223048e-05, 4.1800040302583915e-05, 5.212177741246934e-05, 3.8950324390163695e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",799,"[-0.0012771945881237129, -0.0011599494508082306, -0.00023528574040265372, 0.00025793848487376856, 0.0004186976346078078, 1.0193932948003217e-05, 0.0001510214121180522, -4.880514449529186e-05, 2.4666389436349875e-05, 2.6167100395643075e-05, -5.339512855868098e-05, 7.008844168662014e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",806,"[0.00016878636515000142, 0.0007293539055495338, 0.00032753851318106345, 0.0003961037431762645, 0.00016938900645484072, 0.00018154937914704864, 8.261335973105701e-05, 0.0002793478340814985, 0.00013899637380439104, 5.6940671319031134e-05, 0.00010262284430654935, 6.910169081487006e-06]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",813,"[0.003136320948684361, 0.0015168508333037712, 0.0006285807982209749, 0.0004177766767750994, -7.669134515113523e-05, -0.00037225654847936637, 3.834565257356008e-06, -0.00045103725014111816, -4.1946722198515395e-05, 8.905758848300671e-06, -9.405789822918507e-05, -7.614717997375317e-05]",FALSE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",837,"[0.00013470966187302484, -2.2169146621028728e-05, 0.0005453298839890302, 0.00028266150772681564, 0.00012674669945117383, -0.00016280436616511408, 9.751230055547527e-05, 7.476004187783369e-05, 0.00013859152868352236, 0.00017496403512054154, 1.5998521513045324e-06, 3.3285085290009475e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",845,"[-5.5666900930723266e-05, 0.0004003879632317393, 0.0003978663683501504, 0.00020796368233944436, 0.000398042193884324, 0.0004701678866520574, 0.00015820516352546814, 0.00018015051248811628, 0.00010843783139592012, -2.869593573850564e-05, -2.0835736086618778e-05, -3.353314355927891e-05]",TRUE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",849,"[0.00030518737127481715, 4.443322023528313e-05, -0.00021036797122789063, 0.00014697517747730294, 6.843781464188869e-05, 5.3513202533321203e-05, 0.00027951889394098425, 9.260010436180147e-05, 6.954437870311639e-05, 5.3408953767762184e-05, -9.588241626176438e-06, 3.628300124546914e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",866,"[8.912362999319516e-05, 0.0002254364327142882, 7.649290688461687e-05, 0.00012814883150643857, 0.0002936544565175257, 0.00030784827884032236, -4.522475135998929e-05, 0.00025082798452914215, -5.928346947631851e-06, 0.00017772298414124078, 9.536231080500777e-05, -3.4342327001629375e-06]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 939]",897,"[0.0013343008486231339, 0.0017173079252890385, 0.0007955908021685795, -0.0004464640507335088, -0.0004411886660621409, -0.00045532676353088184, -0.0004838506949192121, -0.0002614534415972394, -0.00027405549576239586, -0.00022298225758861774, -0.00011896475798301158, -4.06288693744875e-05]",FALSE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",903,"[0.001462819634497422, 0.001108293738281228, 9.232970760943198e-05, 0.0010499570554777452, -0.00014585296436309475, -5.021828916001094e-05, 0.00025836872622506986, 0.00017208583091850337, 0.00011186013018823418, 0.00013867546808001067, 0.00015579267408393808, -2.207393015586185e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",904,"[-0.00031907074925530154, -7.963628076280398e-05, -4.8948562840188464e-05, 5.8625252320459714e-05, -3.601466904172208e-05, 7.261071599692149e-05, 6.905835483282958e-05, 4.113670341678426e-05, 0.0001100632999761362, 1.8297857302351225e-05, 9.04267617318209e-05, 8.114336939849788e-05]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",910,"[0.002353110674076492, 0.0012030729539366362, 0.0005297133081391572, 0.0014148312929582168, 0.0002579188730452884, -0.00016596399309559183, 0.0001718637560869825, 5.906843940995292e-05, -9.994042833438559e-05, -0.00018290395006964472, 4.3871090407073836e-05, -4.135389983486279e-05]",TRUE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",912,"[0.002032409135600455, 0.0008015230045033104, -0.0005486301004564836, 0.0010234883248351446, 0.00033221567704378916, -0.00039162347521645046, -0.00018392207031347042, -0.00016958866780170253, -0.00019274349173646364, -0.00013637665365930646, -0.00013304778626290438, -6.251202401072543e-05]",FALSE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",913,"[0.0015143488188577544, 0.0018237254487053203, 0.0008471151794839469, 0.0006801971355783147, 0.000509435171968288, 0.00023442315649926015, 9.123226084735035e-07, 0.00026746527207091255, -0.00011683876255300908, 3.727760441551708e-05, -4.230934826706888e-05, -0.00010148093429958247]",TRUE,FALSE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",917,"[0.00054143361998706, 0.0007422350984947677, 0.0004163739047983936, 0.001019967204479357, 0.0008035570860419397, -0.0001273676705176442, 8.601978190576533e-05, 0.0003458073680049821, 7.23332948775514e-05, -1.2799031966196794e-05, 0.00013290589480471847, 2.3195735431099805e-06]",TRUE,TRUE,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 100]",1450,"[0.0008608274278689795, -0.0008785670481738817, -0.001549524391365663, 0.001244028168802859, 0.00010404166411485626, -0.00020740093117695577]",FALSE,,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 85]",1465,"[0.005385323081472498, 1.7913956014981544e-05, -0.0001389740286191844, -0.0003536929931590342, 0.0007998304401849027, 0.0003117360545593123]",TRUE,,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 170]",1499,"[-0.008603327043189916, -0.003031363599765395, -0.0009693190434266223, -0.00541916251414516, -0.0009966346107521042, -0.00019866948847179934, -0.00017280125714112197, -1.0640262460919212e-05]",FALSE,,TRUE
SVC_rbf,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724]",1509,"[0.010859174936801504, 0.00520527201938647, 0.0032154882212316787, 0.0013424987578435285, 0.001061114638040028, 0.0008068860973595597, 0.00013939671115041248, 0.00025841696769523766, 0.00020714969738099242, 9.814357430363923e-05, 0.00013236730088621535, 5.6644863239340736e-05]",TRUE,TRUE,TRUE
SVC_sigmoid,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 505]",11,"[-0.0014441907861858106, 0.00019805853521129085, 0.00035291968223451155, 0.00040290497521731347, -0.0007662077986679086, -0.000149296076425227, 0.0004806825900855708, -0.0002488800906076092, 0.00012067656834170106, -2.009334674995082e-05]",FALSE,FALSE,TRUE
SVC_sigmoid,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 684]",54,"[0.008565997620135404, 0.003082336924759727, 0.00017474375805502114, -0.00018588045803454568, -0.00023755416925470295, -0.00033985888729827973, -0.00041390091844825086, -9.99385914070171e-05, -0.00033529769551086415, -4.7439322403363403e-05, 6.2888521612115e-05, -9.923085508181916e-05]",FALSE,FALSE,TRUE
SVC_sigmoid,"[16, 23, 32, 45, 64, 121]",61,"[-0.004991169363597107, -0.003913074986902157, -0.0027839924770051605, -0.0008399556203320673, -7.938896258044988e-05, -0.00024754702142746075]",FALSE,,TRUE
SVC_sigmoid,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 595]",188,"[0.005923625104380339, 8.842663555462551e-05, -6.53556696102191e-05, -0.0015071529762710715, 0.0013437783019166274, 0.000646358581965889, -1.7656737394667403e-05, -0.0002309729220848464, 0.0004953332024481212, 4.537994944852138e-05, -4.5051246730616304e-06, -0.00014882034144553773]",TRUE,TRUE,TRUE
SVC_sigmoid,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 291]",299,"[0.0040220604283169896, -0.00048004360055804826, 0.000316018889409489, 0.0011344121722926157, -0.0003758220899060298, -0.0005449528464876815, -0.00017404978684154617, -0.0010655738511143056, -6.352568370454461e-05, -0.00010099475543179248]",FALSE,FALSE,TRUE
SVC_sigmoid,"[16, 23, 32, 40]",346,"[0.0070635636620477345, 0.005040672709261048, 0.0035957058896858175, 0.0035957058896858175]",,,TRUE
